feature,baseline_mean,production_mean,diff_percent,baseline_std,production_std
TOTALAREA_MODE,0.10488323029366307,0.1490331550802139,42.09436023560223,0.10946638701829228,0.1494293419970434
bureau_debt_sum,660536.7824338287,938455.973836858,42.074748718610635,1581120.1961670092,2430491.6148449634
LIVINGAPARTMENTS_MEDI,0.10443292872704638,0.14656166666666665,40.34047350116079,0.09568960258243848,0.13276379491750137
DEF_60_CNT_SOCIAL_CIRCLE,0.09833433674493278,0.05945945945945946,39.53337010479868,0.35327048436279435,0.3320784994369929
payment_mean,18572.277148800855,25804.711922203216,38.942100182202665,23152.681044579123,49301.394597900115
LIVINGAPARTMENTS_AVG,0.10295627139744787,0.14222916666666666,38.14521906840568,0.09418375012555044,0.12982230091330907
payment_sum,666844.0230307677,915164.641826087,37.23818617533924,911604.3643053512,1230986.1859995131
bureau_credit_sum,1965664.659687137,2691637.6474169185,36.93269775961329,3375149.2668581195,4309009.868738093
LIVINGAPARTMENTS_MODE,0.10848537192654839,0.14836583333333334,36.76114180056146,0.10089889155837523,0.1426650908616408
LIVINGAREA_MEDI,0.11103437562637801,0.15003701657458562,35.12663598834333,0.11496580389608534,0.14216427043679963
LIVINGAREA_AVG,0.10961224694327523,0.14775966850828726,34.80215270539383,0.11251227467716411,0.13863264557776248
LIVE_CITY_NOT_WORK_CITY,0.1828,0.24324324324324326,33.06523153350288,0.38652179745777726,0.4296217158398306
APARTMENTS_MEDI,0.1209380538134736,0.16046795580110496,32.68607418521842,0.11152314324649681,0.14562048112480694
APARTMENTS_AVG,0.12025261986647784,0.1594292817679558,32.578634831388825,0.11003875940845345,0.1436675037641241
LANDAREA_AVG,0.06634568838804507,0.087636301369863,32.090424410539875,0.07950448286522376,0.08764871018594783
installments_sum,661367.6941382956,865419.0988695651,30.852944064213876,873863.8644456617,1080739.7526465561
AMT_REQ_CREDIT_BUREAU_WEEK,0.03435202205882353,0.04491017964071856,30.73518514809844,0.1931638600969942,0.2074176076907354
AMT_REQ_CREDIT_BUREAU_DAY,0.006893382352941176,0.008982035928143712,30.29940119760479,0.10589126833674618,0.09448856950135885
LANDAREA_MEDI,0.067390494855463,0.08775205479452053,30.214290580189918,0.0813177082310074,0.08844052840589668
LANDAREA_MODE,0.06507400783929447,0.08462739726027396,30.047925539284705,0.08008355014747057,0.09002284271078508
DEF_30_CNT_SOCIAL_CIRCLE,0.14268512944009631,0.1,29.915611814345983,0.4458766596023409,0.4270653625011498
installments_mean,18238.59836614583,23561.976178713343,29.18742825352563,21058.3892527176,30913.72078423655
FLAG_WORK_PHONE,0.1955,0.25135135135135134,28.56846616437408,0.39660494140637575,0.4343774922310967
DAYS_EMPLOYED,62648.627,45238.813513513516,27.78961697993235,140304.39841213694,123745.74467920802
APARTMENTS_MODE,0.11733795266032775,0.14988342541436464,27.7365268578106,0.11059889793400791,0.14646093848372913
LIVINGAREA_MODE,0.10795009019843656,0.1378552486187845,27.70276371735822,0.11423398070682553,0.1400803072747481
REG_REGION_NOT_LIVE_REGION,0.0148,0.010810810810810811,26.95398100803506,0.12075768398666883,0.10355152360053044
REG_CITY_NOT_WORK_CITY,0.2333,0.2945945945945946,26.272865235574184,0.42295271473285284,0.45647758589066223
FLAG_EMAIL,0.0541,0.06756756756756757,24.893840235799573,0.2262262315267243,0.25134225475750704
previous_credit_mean,169252.04466785028,211283.95444324776,24.833915512148323,169620.4005563135,245061.53720933394
CNT_CHILDREN,0.4252,0.5216216216216216,22.676768960870554,0.7259873730076691,0.8137154690503856
previous_app_amount_mean,153751.92270681064,188307.13961581254,22.474656772192176,157097.00571877204,226725.94372086602
FLOORSMAX_AVG,0.23091166766050486,0.27375935828877,18.55587942453452,0.14915873353672585,0.1648450121077077
bureau_worst_status,1.6402368237752496,1.9425981873111782,18.434006550346723,2.292043844503144,2.398174410190734
COMMONAREA_MEDI,0.04701429038587312,0.05563884297520662,18.344534222566956,0.08301285593850177,0.07345354469765321
FLAG_DOCUMENT_8,0.085,0.1,17.64705882352941,0.27889564047834775,0.3004062290283349
FLOORSMAX_MEDI,0.2309547008547008,0.27150588235294115,17.5580671656266,0.1501096660916282,0.16185337356726415
COMMONAREA_AVG,0.0468808044473512,0.05477355371900826,16.835780368318744,0.08259440815710661,0.07216733652721644
bureau_credit_mean,388565.9808401448,453372.0209467897,16.678258854911434,803633.179425654,591940.3472964923
COMMONAREA_MODE,0.04449427730542838,0.051846280991735536,16.523481516150383,0.08001764245653913,0.07233408721725684
FLOORSMIN_MEDI,0.2387450708564387,0.2757811475409836,15.512813123926353,0.16753048916552835,0.17661796859813023
credit_card_count,36.84544448542973,42.55102040816327,15.485159705400667,33.376496145076196,35.663410007751956
FLOORSMIN_MODE,0.23477196549599508,0.2708262295081967,15.357141955186574,0.16664481112578786,0.17467722620855253
FLOORSMIN_AVG,0.23863552064078866,0.2747565573770492,15.136487912305604,0.1666997005629806,0.17615568667624948
FLOORSMAX_MODE,0.22725720532697274,0.261144385026738,14.911377463702019,0.14895816843530194,0.16430495613576507
bureau_debt_mean,168699.94056870576,191843.8375069195,13.71897160140848,537574.4247492872,400807.06787926477
AMT_INCOME_TOTAL,180554.0157,204908.93513513514,13.488993496329723,1172163.5320657226,127468.46499752418
AMT_REQ_CREDIT_BUREAU_YEAR,1.8705193014705883,1.6646706586826348,11.004892738937091,1.8629683180373615,1.7522556152166908
DAYS_REGISTRATION,-4967.7015,-4438.727027027027,10.648274115765062,3559.798298722908,3532.7073311959266
credit_card_balance_max,143572.28069347102,157543.73448979593,9.731303096141634,171545.10932542183,177911.2349140438
BASEMENTAREA_MEDI,0.08707576493443418,0.09468670886075949,8.740599559540073,0.08084200996998701,0.06799428798080474
credit_card_balance_mean,72158.746936805,65906.53544529426,8.664523369545599,112589.57340094565,117828.55635316859
payment_days_mean,-922.6804303228836,-999.725528248567,8.350138942333716,601.3671420774966,557.8108867882484
BASEMENTAREA_AVG,0.08740781932977174,0.09462911392405063,8.261611660890924,0.08075927213640151,0.06864459962596181
ENTRANCES_MEDI,0.1490168079096045,0.16100215053763442,8.04294683006522,0.10071030290882914,0.0985789605078571
bureau_active_count,2.031692593452519,2.193353474320242,7.956955761353998,1.7841344444882024,1.7070490021933782
ENTRANCES_AVG,0.14954457223567394,0.1611311827956989,7.747931193226535,0.10027118322059811,0.09821002203330687
ENTRANCES_MODE,0.14482863196125906,0.1557166666666667,7.5178744409600835,0.10030930305781433,0.10091597517264075
CNT_FAM_MEMBERS,2.1557155715571557,2.3162162162162163,7.445353495457888,0.9171822775079039,0.9341499080366229
LIVE_REGION_NOT_WORK_REGION,0.0381,0.04054054054054054,6.405618216641839,0.19144726481598154,0.1974902960937512
REG_REGION_NOT_WORK_REGION,0.0483,0.051351351351351354,6.317497621845448,0.2144101377517329,0.22101223355957642
FLAG_DOCUMENT_6,0.0865,0.08108108108108109,6.2646461490392005,0.2811150166128742,0.2733292066294052
AMT_REQ_CREDIT_BUREAU_MON,0.2688419117647059,0.2844311377245509,5.798659092072268,0.9247767230065602,0.675569033680327
FLAG_EMP_PHONE,0.8231,0.8702702702702703,5.730806739189674,0.38160313428378645,0.3364608280552804
credit_card_balance_sum,2217555.5334599777,2342365.65,5.628274677084868,3367796.3323166245,3732453.7346749017
FLAG_PHONE,0.2803,0.2648648648648649,5.506648282245849,0.4491682148243805,0.441858734869647
BASEMENTAREA_MODE,0.08646158329286062,0.0912126582278481,5.495012644974076,0.0831267150560279,0.07195212999434564
installments_count,39.29393106364982,41.42028985507246,5.411417829329118,40.444491418218625,44.325108965455016
EXT_SOURCE_2,0.5139307304290581,0.541167179145628,5.299634192691944,0.19187658895002135,0.17686467929023988
credit_card_limit_sum,5625051.457026928,5910153.0612244895,5.068426597971954,5135929.125084015,4849343.746337763
DAYS_ID_PUBLISH,-2978.8418,-3124.718918918919,4.897108631915893,1517.5194843267388,1456.3455067882962
bureau_count,5.49616902716508,5.743202416918429,4.494646880988819,4.2807458512851015,4.025363603165696
credit_card_limit_mean,206334.07037995756,197491.77905591935,4.285424752080647,189183.68207969982,174479.7060327195
REGION_POPULATION_RELATIVE,0.02116462039999999,0.022000094594594583,3.9475038002316056,0.014136245893245473,0.016102195376393163
REG_CITY_NOT_LIVE_CITY,0.0758,0.07297297297297298,3.7295871068958166,0.26469107679824355,0.26044432395432693
previous_app_count,4.806034939121228,4.660869565217391,3.0204810356701306,4.147592801756399,3.5492063226484887
FLAG_DOCUMENT_3,0.7069,0.727027027027027,2.847224080779045,0.45520666879026617,0.4460903019940502
EXT_SOURCE_1,0.5040985278826364,0.4902007834457374,2.756950014369941,0.2110856339421244,0.19889497994584615
OBS_30_CNT_SOCIAL_CIRCLE,1.4445113385510737,1.4054054054054055,2.7072084588061243,2.3664491888044097,2.468879028291841
YEARS_BUILD_AVG,0.7504720773513038,0.7707275590551181,2.699032024656195,0.11471803614178759,0.12087306123733026
YEARS_BUILD_MEDI,0.7538197480222678,0.7740661417322834,2.6858401843589665,0.11349700804421782,0.11967810412278512
YEARS_BUILD_MODE,0.757773835335482,0.776776377952756,2.5076799608502123,0.11091155297392498,0.11955418872103522
OWN_CAR_AGE,11.78556701030928,11.5,2.4230230930720844,11.620520791765902,9.417381527257563
AMT_REQ_CREDIT_BUREAU_QRT,0.25528492647058826,0.26047904191616766,2.0346346011846603,0.6007346314028313,0.6110551189690654
OBS_60_CNT_SOCIAL_CIRCLE,1.428557094120008,1.4,1.9990166467654804,2.3477553339262744,2.4631704512856434
pos_installment_sum,498.0859275053305,488.375,1.9496490402705846,590.0085584325105,556.8074988211279
EXT_SOURCE_3,0.508004118994353,0.5006526378836867,1.4471302172154281,0.19639498962066992,0.2164262299072304
HOUR_APPR_PROCESS_START,12.0687,12.205405405405406,1.132726850492648,3.2698699538286684,2.8400872105722987
REGION_RATING_CLIENT_W_CITY,2.0269,2.0054054054054054,1.060466455897902,0.5002013695913019,0.5459612471957483
DAYS_LAST_PHONE_CHANGE,-952.4025,-960.6702702702703,0.8680962377009995,822.8430716520658,861.5307259736443
pos_count,29.491151385927505,29.325581395348838,0.5614226057571756,24.604439169889808,21.373230230979946
YEARS_BEGINEXPLUATATION_MEDI,0.9775095831710168,0.9829290322580644,0.5544139086050751,0.06121079228892109,0.00823943819450794
YEARS_BEGINEXPLUATATION_MODE,0.976708959875341,0.9719989247311828,0.4822352755686189,0.06628632234386281,0.10196635056471422
DAYS_BIRTH,-16048.0045,-15972.316216216217,0.471636730808382,4383.075623106626,3901.627131212058
pos_future_installment,305.68017057569296,304.90697674418607,0.25294209632594666,383.49184829523443,383.23213825032707
YEARS_BEGINEXPLUATATION_AVG,0.9773332489287105,0.9794236559139785,0.21388886416780933,0.061633496106232734,0.03507087310112994
FLAG_CONT_MOBILE,0.9979,1.0,0.21044192804890177,0.04577990366916465,0.0
FLAG_DOCUMENT_14,0.0027,0.002702702702702703,0.10010010010010036,0.051893923516436805,0.05198752449100365
REGION_RATING_CLIENT,2.0472,2.045945945945946,0.06125703663804161,0.506159836196016,0.5612097823759566
bureau_days_credit_mean,-1083.0587790654724,-1082.4475363163383,0.05643671063370648,565.0756829228493,485.7119485769996
FLAG_DOCUMENT_10,0.0,0.0,0.0,0.0,0.0
FLAG_MOBIL,1.0,1.0,0.0,0.0,0.0
